index,stem,transmission_source,reflection_source,input_path,gt_path
883,voc_syn_00883,2008_000519.png,2010_003468.png,blended/voc_syn_00883.png,transmission_layer/voc_syn_00883.png
884,voc_syn_00884,2008_000522.png,2010_003469.png,blended/voc_syn_00884.png,transmission_layer/voc_syn_00884.png
885,voc_syn_00885,2008_000527.png,2010_003470.png,blended/voc_syn_00885.png,transmission_layer/voc_syn_00885.png
886,voc_syn_00886,2008_000531.png,2010_003473.png,blended/voc_syn_00886.png,transmission_layer/voc_syn_00886.png
887,voc_syn_00887,2008_000532.png,2010_003474.png,blended/voc_syn_00887.png,transmission_layer/voc_syn_00887.png
888,voc_syn_00888,2008_000533.png,2010_003477.png,blended/voc_syn_00888.png,transmission_layer/voc_syn_00888.png
889,voc_syn_00889,2008_000535.png,2010_003478.png,blended/voc_syn_00889.png,transmission_layer/voc_syn_00889.png
890,voc_syn_00890,2008_000536.png,2010_003479.png,blended/voc_syn_00890.png,transmission_layer/voc_syn_00890.png
891,voc_syn_00891,2008_000540.png,2010_003481.png,blended/voc_syn_00891.png,transmission_layer/voc_syn_00891.png
892,voc_syn_00892,2008_000544.png,2010_003482.png,blended/voc_syn_00892.png,transmission_layer/voc_syn_00892.png
893,voc_syn_00893,2008_000545.png,2010_003483.png,blended/voc_syn_00893.png,transmission_layer/voc_syn_00893.png
894,voc_syn_00894,2008_000547.png,2010_003488.png,blended/voc_syn_00894.png,transmission_layer/voc_syn_00894.png
895,voc_syn_00895,2008_000548.png,2010_003490.png,blended/voc_syn_00895.png,transmission_layer/voc_syn_00895.png
896,voc_syn_00896,2008_000552.png,2010_003493.png,blended/voc_syn_00896.png,transmission_layer/voc_syn_00896.png
897,voc_syn_00897,2008_000553.png,2010_003495.png,blended/voc_syn_00897.png,transmission_layer/voc_syn_00897.png
898,voc_syn_00898,2008_000558.png,2010_003497.png,blended/voc_syn_00898.png,transmission_layer/voc_syn_00898.png
899,voc_syn_00899,2008_000559.png,2010_003503.png,blended/voc_syn_00899.png,transmission_layer/voc_syn_00899.png
900,voc_syn_00900,2008_000561.png,2010_003506.png,blended/voc_syn_00900.png,transmission_layer/voc_syn_00900.png
901,voc_syn_00901,2008_000562.png,2010_003507.png,blended/voc_syn_00901.png,transmission_layer/voc_syn_00901.png
902,voc_syn_00902,2008_000563.png,2010_003509.png,blended/voc_syn_00902.png,transmission_layer/voc_syn_00902.png
903,voc_syn_00903,2008_000564.png,2010_003513.png,blended/voc_syn_00903.png,transmission_layer/voc_syn_00903.png
904,voc_syn_00904,2008_000566.png,2010_003514.png,blended/voc_syn_00904.png,transmission_layer/voc_syn_00904.png
905,voc_syn_00905,2008_000567.png,2010_003520.png,blended/voc_syn_00905.png,transmission_layer/voc_syn_00905.png
906,voc_syn_00906,2008_000568.png,2010_003522.png,blended/voc_syn_00906.png,transmission_layer/voc_syn_00906.png
907,voc_syn_00907,2008_000569.png,2010_003526.png,blended/voc_syn_00907.png,transmission_layer/voc_syn_00907.png
908,voc_syn_00908,2008_000573.png,2010_003527.png,blended/voc_syn_00908.png,transmission_layer/voc_syn_00908.png
909,voc_syn_00909,2008_000578.png,2010_003529.png,blended/voc_syn_00909.png,transmission_layer/voc_syn_00909.png
910,voc_syn_00910,2008_000579.png,2010_003531.png,blended/voc_syn_00910.png,transmission_layer/voc_syn_00910.png
911,voc_syn_00911,2008_000581.png,2010_003532.png,blended/voc_syn_00911.png,transmission_layer/voc_syn_00911.png
912,voc_syn_00912,2008_000583.png,2010_003534.png,blended/voc_syn_00912.png,transmission_layer/voc_syn_00912.png
913,voc_syn_00913,2008_000584.png,2010_003537.png,blended/voc_syn_00913.png,transmission_layer/voc_syn_00913.png
914,voc_syn_00914,2008_000585.png,2010_003538.png,blended/voc_syn_00914.png,transmission_layer/voc_syn_00914.png
915,voc_syn_00915,2008_000589.png,2010_003539.png,blended/voc_syn_00915.png,transmission_layer/voc_syn_00915.png
916,voc_syn_00916,2008_000595.png,2010_003540.png,blended/voc_syn_00916.png,transmission_layer/voc_syn_00916.png
917,voc_syn_00917,2008_000599.png,2010_003541.png,blended/voc_syn_00917.png,transmission_layer/voc_syn_00917.png
918,voc_syn_00918,2008_000602.png,2010_003546.png,blended/voc_syn_00918.png,transmission_layer/voc_syn_00918.png
919,voc_syn_00919,2008_000605.png,2010_003549.png,blended/voc_syn_00919.png,transmission_layer/voc_syn_00919.png
920,voc_syn_00920,2008_000613.png,2010_003551.png,blended/voc_syn_00920.png,transmission_layer/voc_syn_00920.png
921,voc_syn_00921,2008_000615.png,2010_003554.png,blended/voc_syn_00921.png,transmission_layer/voc_syn_00921.png
922,voc_syn_00922,2008_000619.png,2010_003559.png,blended/voc_syn_00922.png,transmission_layer/voc_syn_00922.png
923,voc_syn_00923,2008_000620.png,2010_003560.png,blended/voc_syn_00923.png,transmission_layer/voc_syn_00923.png
924,voc_syn_00924,2008_000623.png,2010_003561.png,blended/voc_syn_00924.png,transmission_layer/voc_syn_00924.png
925,voc_syn_00925,2008_000628.png,2010_003562.png,blended/voc_syn_00925.png,transmission_layer/voc_syn_00925.png
926,voc_syn_00926,2008_000629.png,2010_003563.png,blended/voc_syn_00926.png,transmission_layer/voc_syn_00926.png
927,voc_syn_00927,2008_000630.png,2010_003567.png,blended/voc_syn_00927.png,transmission_layer/voc_syn_00927.png
928,voc_syn_00928,2008_000634.png,2010_003568.png,blended/voc_syn_00928.png,transmission_layer/voc_syn_00928.png
929,voc_syn_00929,2008_000636.png,2010_003569.png,blended/voc_syn_00929.png,transmission_layer/voc_syn_00929.png
930,voc_syn_00930,2008_000645.png,2010_003573.png,blended/voc_syn_00930.png,transmission_layer/voc_syn_00930.png
931,voc_syn_00931,2008_000647.png,2010_003574.png,blended/voc_syn_00931.png,transmission_layer/voc_syn_00931.png
932,voc_syn_00932,2008_000648.png,2010_003579.png,blended/voc_syn_00932.png,transmission_layer/voc_syn_00932.png
933,voc_syn_00933,2008_000650.png,2010_003585.png,blended/voc_syn_00933.png,transmission_layer/voc_syn_00933.png
934,voc_syn_00934,2008_000655.png,2010_003588.png,blended/voc_syn_00934.png,transmission_layer/voc_syn_00934.png
935,voc_syn_00935,2008_000656.png,2010_003594.png,blended/voc_syn_00935.png,transmission_layer/voc_syn_00935.png
936,voc_syn_00936,2008_000657.png,2010_003597.png,blended/voc_syn_00936.png,transmission_layer/voc_syn_00936.png
937,voc_syn_00937,2008_000659.png,2010_003598.png,blended/voc_syn_00937.png,transmission_layer/voc_syn_00937.png
938,voc_syn_00938,2008_000661.png,2010_003599.png,blended/voc_syn_00938.png,transmission_layer/voc_syn_00938.png
939,voc_syn_00939,2008_000662.png,2010_003601.png,blended/voc_syn_00939.png,transmission_layer/voc_syn_00939.png
940,voc_syn_00940,2008_000669.png,2010_003603.png,blended/voc_syn_00940.png,transmission_layer/voc_syn_00940.png
941,voc_syn_00941,2008_000670.png,2010_003604.png,blended/voc_syn_00941.png,transmission_layer/voc_syn_00941.png
942,voc_syn_00942,2008_000674.png,2010_003605.png,blended/voc_syn_00942.png,transmission_layer/voc_syn_00942.png
943,voc_syn_00943,2008_000676.png,2010_003608.png,blended/voc_syn_00943.png,transmission_layer/voc_syn_00943.png
944,voc_syn_00944,2008_000677.png,2010_003609.png,blended/voc_syn_00944.png,transmission_layer/voc_syn_00944.png
945,voc_syn_00945,2008_000678.png,2010_003610.png,blended/voc_syn_00945.png,transmission_layer/voc_syn_00945.png
946,voc_syn_00946,2008_000683.png,2010_003612.png,blended/voc_syn_00946.png,transmission_layer/voc_syn_00946.png
947,voc_syn_00947,2008_000690.png,2010_003628.png,blended/voc_syn_00947.png,transmission_layer/voc_syn_00947.png
948,voc_syn_00948,2008_000691.png,2010_003629.png,blended/voc_syn_00948.png,transmission_layer/voc_syn_00948.png
949,voc_syn_00949,2008_000694.png,2010_003630.png,blended/voc_syn_00949.png,transmission_layer/voc_syn_00949.png
950,voc_syn_00950,2008_000695.png,2010_003632.png,blended/voc_syn_00950.png,transmission_layer/voc_syn_00950.png
951,voc_syn_00951,2008_000696.png,2010_003634.png,blended/voc_syn_00951.png,transmission_layer/voc_syn_00951.png
952,voc_syn_00952,2008_000697.png,2010_003635.png,blended/voc_syn_00952.png,transmission_layer/voc_syn_00952.png
953,voc_syn_00953,2008_000699.png,2010_003640.png,blended/voc_syn_00953.png,transmission_layer/voc_syn_00953.png
954,voc_syn_00954,2008_000700.png,2010_003641.png,blended/voc_syn_00954.png,transmission_layer/voc_syn_00954.png
955,voc_syn_00955,2008_000703.png,2010_003643.png,blended/voc_syn_00955.png,transmission_layer/voc_syn_00955.png
956,voc_syn_00956,2008_000704.png,2010_003645.png,blended/voc_syn_00956.png,transmission_layer/voc_syn_00956.png
957,voc_syn_00957,2008_000705.png,2010_003648.png,blended/voc_syn_00957.png,transmission_layer/voc_syn_00957.png
958,voc_syn_00958,2008_000706.png,2010_003649.png,blended/voc_syn_00958.png,transmission_layer/voc_syn_00958.png
959,voc_syn_00959,2008_000711.png,2010_003651.png,blended/voc_syn_00959.png,transmission_layer/voc_syn_00959.png
960,voc_syn_00960,2008_000716.png,2010_003653.png,blended/voc_syn_00960.png,transmission_layer/voc_syn_00960.png
961,voc_syn_00961,2008_000719.png,2010_003655.png,blended/voc_syn_00961.png,transmission_layer/voc_syn_00961.png
962,voc_syn_00962,2008_000721.png,2010_003659.png,blended/voc_syn_00962.png,transmission_layer/voc_syn_00962.png
963,voc_syn_00963,2008_000723.png,2010_003664.png,blended/voc_syn_00963.png,transmission_layer/voc_syn_00963.png
964,voc_syn_00964,2008_000724.png,2010_003665.png,blended/voc_syn_00964.png,transmission_layer/voc_syn_00964.png
965,voc_syn_00965,2008_000725.png,2010_003667.png,blended/voc_syn_00965.png,transmission_layer/voc_syn_00965.png
966,voc_syn_00966,2008_000726.png,2010_003670.png,blended/voc_syn_00966.png,transmission_layer/voc_syn_00966.png
967,voc_syn_00967,2008_000727.png,2010_003671.png,blended/voc_syn_00967.png,transmission_layer/voc_syn_00967.png
968,voc_syn_00968,2008_000729.png,2010_003672.png,blended/voc_syn_00968.png,transmission_layer/voc_syn_00968.png
969,voc_syn_00969,2008_000731.png,2010_003673.png,blended/voc_syn_00969.png,transmission_layer/voc_syn_00969.png
970,voc_syn_00970,2008_000732.png,2010_003674.png,blended/voc_syn_00970.png,transmission_layer/voc_syn_00970.png
971,voc_syn_00971,2008_000733.png,2010_003675.png,blended/voc_syn_00971.png,transmission_layer/voc_syn_00971.png
972,voc_syn_00972,2008_000734.png,2010_003677.png,blended/voc_syn_00972.png,transmission_layer/voc_syn_00972.png
973,voc_syn_00973,2008_000737.png,2010_003679.png,blended/voc_syn_00973.png,transmission_layer/voc_syn_00973.png
974,voc_syn_00974,2008_000740.png,2010_003680.png,blended/voc_syn_00974.png,transmission_layer/voc_syn_00974.png
975,voc_syn_00975,2008_000742.png,2010_003686.png,blended/voc_syn_00975.png,transmission_layer/voc_syn_00975.png
976,voc_syn_00976,2008_000745.png,2010_003688.png,blended/voc_syn_00976.png,transmission_layer/voc_syn_00976.png
977,voc_syn_00977,2008_000748.png,2010_003689.png,blended/voc_syn_00977.png,transmission_layer/voc_syn_00977.png
978,voc_syn_00978,2008_000753.png,2010_003690.png,blended/voc_syn_00978.png,transmission_layer/voc_syn_00978.png
979,voc_syn_00979,2008_000756.png,2010_003695.png,blended/voc_syn_00979.png,transmission_layer/voc_syn_00979.png
980,voc_syn_00980,2008_000758.png,2010_003696.png,blended/voc_syn_00980.png,transmission_layer/voc_syn_00980.png
981,voc_syn_00981,2008_000760.png,2010_003701.png,blended/voc_syn_00981.png,transmission_layer/voc_syn_00981.png
982,voc_syn_00982,2008_000761.png,2010_003703.png,blended/voc_syn_00982.png,transmission_layer/voc_syn_00982.png
983,voc_syn_00983,2008_000763.png,2010_003714.png,blended/voc_syn_00983.png,transmission_layer/voc_syn_00983.png
984,voc_syn_00984,2008_000764.png,2010_003716.png,blended/voc_syn_00984.png,transmission_layer/voc_syn_00984.png
985,voc_syn_00985,2008_000765.png,2010_003719.png,blended/voc_syn_00985.png,transmission_layer/voc_syn_00985.png
986,voc_syn_00986,2008_000769.png,2010_003723.png,blended/voc_syn_00986.png,transmission_layer/voc_syn_00986.png
987,voc_syn_00987,2008_000775.png,2010_003724.png,blended/voc_syn_00987.png,transmission_layer/voc_syn_00987.png
988,voc_syn_00988,2008_000776.png,2010_003725.png,blended/voc_syn_00988.png,transmission_layer/voc_syn_00988.png
989,voc_syn_00989,2008_000777.png,2010_003729.png,blended/voc_syn_00989.png,transmission_layer/voc_syn_00989.png
990,voc_syn_00990,2008_000778.png,2010_003730.png,blended/voc_syn_00990.png,transmission_layer/voc_syn_00990.png
991,voc_syn_00991,2008_000780.png,2010_003731.png,blended/voc_syn_00991.png,transmission_layer/voc_syn_00991.png
992,voc_syn_00992,2008_000782.png,2010_003734.png,blended/voc_syn_00992.png,transmission_layer/voc_syn_00992.png
993,voc_syn_00993,2008_000783.png,2010_003735.png,blended/voc_syn_00993.png,transmission_layer/voc_syn_00993.png
994,voc_syn_00994,2008_000785.png,2010_003736.png,blended/voc_syn_00994.png,transmission_layer/voc_syn_00994.png
995,voc_syn_00995,2008_000787.png,2010_003737.png,blended/voc_syn_00995.png,transmission_layer/voc_syn_00995.png
996,voc_syn_00996,2008_000788.png,2010_003742.png,blended/voc_syn_00996.png,transmission_layer/voc_syn_00996.png
997,voc_syn_00997,2008_000790.png,2010_003743.png,blended/voc_syn_00997.png,transmission_layer/voc_syn_00997.png
998,voc_syn_00998,2008_000793.png,2010_003744.png,blended/voc_syn_00998.png,transmission_layer/voc_syn_00998.png
999,voc_syn_00999,2008_000796.png,2010_003745.png,blended/voc_syn_00999.png,transmission_layer/voc_syn_00999.png
1000,voc_syn_01000,2008_000798.png,2010_003746.png,blended/voc_syn_01000.png,transmission_layer/voc_syn_01000.png
1001,voc_syn_01001,2008_000801.png,2010_003747.png,blended/voc_syn_01001.png,transmission_layer/voc_syn_01001.png
1002,voc_syn_01002,2008_000803.png,2010_003752.png,blended/voc_syn_01002.png,transmission_layer/voc_syn_01002.png
1003,voc_syn_01003,2008_000804.png,2010_003754.png,blended/voc_syn_01003.png,transmission_layer/voc_syn_01003.png
1004,voc_syn_01004,2008_000805.png,2010_003755.png,blended/voc_syn_01004.png,transmission_layer/voc_syn_01004.png
1005,voc_syn_01005,2008_000806.png,2010_003757.png,blended/voc_syn_01005.png,transmission_layer/voc_syn_01005.png
1006,voc_syn_01006,2008_000808.png,2010_003758.png,blended/voc_syn_01006.png,transmission_layer/voc_syn_01006.png
1007,voc_syn_01007,2008_000811.png,2010_003761.png,blended/voc_syn_01007.png,transmission_layer/voc_syn_01007.png
1008,voc_syn_01008,2008_000814.png,2010_003768.png,blended/voc_syn_01008.png,transmission_layer/voc_syn_01008.png
1009,voc_syn_01009,2008_000815.png,2010_003770.png,blended/voc_syn_01009.png,transmission_layer/voc_syn_01009.png
1010,voc_syn_01010,2008_000817.png,2010_003771.png,blended/voc_syn_01010.png,transmission_layer/voc_syn_01010.png
1011,voc_syn_01011,2008_000825.png,2010_003772.png,blended/voc_syn_01011.png,transmission_layer/voc_syn_01011.png
1012,voc_syn_01012,2008_000828.png,2010_003773.png,blended/voc_syn_01012.png,transmission_layer/voc_syn_01012.png
1013,voc_syn_01013,2008_000829.png,2010_003774.png,blended/voc_syn_01013.png,transmission_layer/voc_syn_01013.png
1014,voc_syn_01014,2008_000832.png,2010_003779.png,blended/voc_syn_01014.png,transmission_layer/voc_syn_01014.png
1015,voc_syn_01015,2008_000833.png,2010_003781.png,blended/voc_syn_01015.png,transmission_layer/voc_syn_01015.png
1016,voc_syn_01016,2008_000834.png,2010_003784.png,blended/voc_syn_01016.png,transmission_layer/voc_syn_01016.png
1017,voc_syn_01017,2008_000835.png,2010_003788.png,blended/voc_syn_01017.png,transmission_layer/voc_syn_01017.png
1018,voc_syn_01018,2008_000837.png,2010_003789.png,blended/voc_syn_01018.png,transmission_layer/voc_syn_01018.png
1019,voc_syn_01019,2008_000839.png,2010_003791.png,blended/voc_syn_01019.png,transmission_layer/voc_syn_01019.png
1020,voc_syn_01020,2008_000841.png,2010_003792.png,blended/voc_syn_01020.png,transmission_layer/voc_syn_01020.png
1021,voc_syn_01021,2008_000842.png,2010_003798.png,blended/voc_syn_01021.png,transmission_layer/voc_syn_01021.png
1022,voc_syn_01022,2008_000844.png,2010_003799.png,blended/voc_syn_01022.png,transmission_layer/voc_syn_01022.png
1023,voc_syn_01023,2008_000847.png,2010_003800.png,blended/voc_syn_01023.png,transmission_layer/voc_syn_01023.png
1024,voc_syn_01024,2008_000851.png,2010_003801.png,blended/voc_syn_01024.png,transmission_layer/voc_syn_01024.png
1025,voc_syn_01025,2008_000853.png,2010_003804.png,blended/voc_syn_01025.png,transmission_layer/voc_syn_01025.png
1026,voc_syn_01026,2008_000854.png,2010_003805.png,blended/voc_syn_01026.png,transmission_layer/voc_syn_01026.png
1027,voc_syn_01027,2008_000857.png,2010_003807.png,blended/voc_syn_01027.png,transmission_layer/voc_syn_01027.png
1028,voc_syn_01028,2008_000860.png,2010_003811.png,blended/voc_syn_01028.png,transmission_layer/voc_syn_01028.png
1029,voc_syn_01029,2008_000861.png,2010_003815.png,blended/voc_syn_01029.png,transmission_layer/voc_syn_01029.png
1030,voc_syn_01030,2008_000864.png,2010_003818.png,blended/voc_syn_01030.png,transmission_layer/voc_syn_01030.png
1031,voc_syn_01031,2008_000867.png,2010_003820.png,blended/voc_syn_01031.png,transmission_layer/voc_syn_01031.png
1032,voc_syn_01032,2008_000868.png,2010_003822.png,blended/voc_syn_01032.png,transmission_layer/voc_syn_01032.png
1033,voc_syn_01033,2008_000870.png,2010_003823.png,blended/voc_syn_01033.png,transmission_layer/voc_syn_01033.png
1034,voc_syn_01034,2008_000873.png,2010_003825.png,blended/voc_syn_01034.png,transmission_layer/voc_syn_01034.png
1035,voc_syn_01035,2008_000875.png,2010_003826.png,blended/voc_syn_01035.png,transmission_layer/voc_syn_01035.png
1036,voc_syn_01036,2008_000876.png,2010_003837.png,blended/voc_syn_01036.png,transmission_layer/voc_syn_01036.png
1037,voc_syn_01037,2008_000878.png,2010_003845.png,blended/voc_syn_01037.png,transmission_layer/voc_syn_01037.png
1038,voc_syn_01038,2008_000880.png,2010_003847.png,blended/voc_syn_01038.png,transmission_layer/voc_syn_01038.png
1039,voc_syn_01039,2008_000881.png,2010_003852.png,blended/voc_syn_01039.png,transmission_layer/voc_syn_01039.png
1040,voc_syn_01040,2008_000883.png,2010_003854.png,blended/voc_syn_01040.png,transmission_layer/voc_syn_01040.png
1041,voc_syn_01041,2008_000884.png,2010_003855.png,blended/voc_syn_01041.png,transmission_layer/voc_syn_01041.png
1042,voc_syn_01042,2008_000885.png,2010_003856.png,blended/voc_syn_01042.png,transmission_layer/voc_syn_01042.png
1043,voc_syn_01043,2008_000887.png,2010_003857.png,blended/voc_syn_01043.png,transmission_layer/voc_syn_01043.png
1044,voc_syn_01044,2008_000897.png,2010_003859.png,blended/voc_syn_01044.png,transmission_layer/voc_syn_01044.png
1045,voc_syn_01045,2008_000899.png,2010_003860.png,blended/voc_syn_01045.png,transmission_layer/voc_syn_01045.png
1046,voc_syn_01046,2008_000902.png,2010_003861.png,blended/voc_syn_01046.png,transmission_layer/voc_syn_01046.png
1047,voc_syn_01047,2008_000904.png,2010_003863.png,blended/voc_syn_01047.png,transmission_layer/voc_syn_01047.png
1048,voc_syn_01048,2008_000905.png,2010_003864.png,blended/voc_syn_01048.png,transmission_layer/voc_syn_01048.png
1049,voc_syn_01049,2008_000910.png,2010_003865.png,blended/voc_syn_01049.png,transmission_layer/voc_syn_01049.png
1050,voc_syn_01050,2008_000911.png,2010_003871.png,blended/voc_syn_01050.png,transmission_layer/voc_syn_01050.png
1051,voc_syn_01051,2008_000912.png,2010_003874.png,blended/voc_syn_01051.png,transmission_layer/voc_syn_01051.png
1052,voc_syn_01052,2008_000914.png,2010_003875.png,blended/voc_syn_01052.png,transmission_layer/voc_syn_01052.png
1053,voc_syn_01053,2008_000915.png,2010_003877.png,blended/voc_syn_01053.png,transmission_layer/voc_syn_01053.png
1054,voc_syn_01054,2008_000916.png,2010_003878.png,blended/voc_syn_01054.png,transmission_layer/voc_syn_01054.png
1055,voc_syn_01055,2008_000917.png,2010_003879.png,blended/voc_syn_01055.png,transmission_layer/voc_syn_01055.png
1056,voc_syn_01056,2008_000919.png,2010_003884.png,blended/voc_syn_01056.png,transmission_layer/voc_syn_01056.png
1057,voc_syn_01057,2008_000923.png,2010_003890.png,blended/voc_syn_01057.png,transmission_layer/voc_syn_01057.png
1058,voc_syn_01058,2008_000924.png,2010_003891.png,blended/voc_syn_01058.png,transmission_layer/voc_syn_01058.png
1059,voc_syn_01059,2008_000928.png,2010_003892.png,blended/voc_syn_01059.png,transmission_layer/voc_syn_01059.png
1060,voc_syn_01060,2008_000931.png,2010_003894.png,blended/voc_syn_01060.png,transmission_layer/voc_syn_01060.png
1061,voc_syn_01061,2008_000934.png,2010_003897.png,blended/voc_syn_01061.png,transmission_layer/voc_syn_01061.png
1062,voc_syn_01062,2008_000936.png,2010_003898.png,blended/voc_syn_01062.png,transmission_layer/voc_syn_01062.png
1063,voc_syn_01063,2008_000939.png,2010_003899.png,blended/voc_syn_01063.png,transmission_layer/voc_syn_01063.png
1064,voc_syn_01064,2008_000940.png,2010_003900.png,blended/voc_syn_01064.png,transmission_layer/voc_syn_01064.png
1065,voc_syn_01065,2008_000941.png,2010_003906.png,blended/voc_syn_01065.png,transmission_layer/voc_syn_01065.png
1066,voc_syn_01066,2008_000942.png,2010_003911.png,blended/voc_syn_01066.png,transmission_layer/voc_syn_01066.png
1067,voc_syn_01067,2008_000943.png,2010_003919.png,blended/voc_syn_01067.png,transmission_layer/voc_syn_01067.png
1068,voc_syn_01068,2008_000944.png,2010_003920.png,blended/voc_syn_01068.png,transmission_layer/voc_syn_01068.png
1069,voc_syn_01069,2008_000950.png,2010_003925.png,blended/voc_syn_01069.png,transmission_layer/voc_syn_01069.png
1070,voc_syn_01070,2008_000952.png,2010_003928.png,blended/voc_syn_01070.png,transmission_layer/voc_syn_01070.png
1071,voc_syn_01071,2008_000953.png,2010_003929.png,blended/voc_syn_01071.png,transmission_layer/voc_syn_01071.png
1072,voc_syn_01072,2008_000957.png,2010_003931.png,blended/voc_syn_01072.png,transmission_layer/voc_syn_01072.png
1073,voc_syn_01073,2008_000959.png,2010_003933.png,blended/voc_syn_01073.png,transmission_layer/voc_syn_01073.png
1074,voc_syn_01074,2008_000964.png,2010_003936.png,blended/voc_syn_01074.png,transmission_layer/voc_syn_01074.png
1075,voc_syn_01075,2008_000965.png,2010_003937.png,blended/voc_syn_01075.png,transmission_layer/voc_syn_01075.png
1076,voc_syn_01076,2008_000971.png,2010_003938.png,blended/voc_syn_01076.png,transmission_layer/voc_syn_01076.png
1077,voc_syn_01077,2008_000972.png,2010_003939.png,blended/voc_syn_01077.png,transmission_layer/voc_syn_01077.png
1078,voc_syn_01078,2008_000976.png,2010_003942.png,blended/voc_syn_01078.png,transmission_layer/voc_syn_01078.png
1079,voc_syn_01079,2008_000979.png,2010_003944.png,blended/voc_syn_01079.png,transmission_layer/voc_syn_01079.png
1080,voc_syn_01080,2008_000981.png,2010_003945.png,blended/voc_syn_01080.png,transmission_layer/voc_syn_01080.png
1081,voc_syn_01081,2008_000982.png,2010_003947.png,blended/voc_syn_01081.png,transmission_layer/voc_syn_01081.png
1082,voc_syn_01082,2008_000984.png,2010_003949.png,blended/voc_syn_01082.png,transmission_layer/voc_syn_01082.png
1083,voc_syn_01083,2008_000985.png,2010_003950.png,blended/voc_syn_01083.png,transmission_layer/voc_syn_01083.png
1084,voc_syn_01084,2008_000987.png,2010_003954.png,blended/voc_syn_01084.png,transmission_layer/voc_syn_01084.png
1085,voc_syn_01085,2008_000992.png,2010_003955.png,blended/voc_syn_01085.png,transmission_layer/voc_syn_01085.png
1086,voc_syn_01086,2008_000993.png,2010_003956.png,blended/voc_syn_01086.png,transmission_layer/voc_syn_01086.png
1087,voc_syn_01087,2008_000999.png,2010_003957.png,blended/voc_syn_01087.png,transmission_layer/voc_syn_01087.png
1088,voc_syn_01088,2008_001004.png,2010_003958.png,blended/voc_syn_01088.png,transmission_layer/voc_syn_01088.png
1089,voc_syn_01089,2008_001007.png,2010_003961.png,blended/voc_syn_01089.png,transmission_layer/voc_syn_01089.png
1090,voc_syn_01090,2008_001009.png,2010_003966.png,blended/voc_syn_01090.png,transmission_layer/voc_syn_01090.png
1091,voc_syn_01091,2008_001012.png,2010_003970.png,blended/voc_syn_01091.png,transmission_layer/voc_syn_01091.png
1092,voc_syn_01092,2008_001013.png,2010_003971.png,blended/voc_syn_01092.png,transmission_layer/voc_syn_01092.png
1093,voc_syn_01093,2008_001018.png,2010_003974.png,blended/voc_syn_01093.png,transmission_layer/voc_syn_01093.png
1094,voc_syn_01094,2008_001020.png,2010_003976.png,blended/voc_syn_01094.png,transmission_layer/voc_syn_01094.png
1095,voc_syn_01095,2008_001021.png,2010_003980.png,blended/voc_syn_01095.png,transmission_layer/voc_syn_01095.png
1096,voc_syn_01096,2008_001022.png,2010_003981.png,blended/voc_syn_01096.png,transmission_layer/voc_syn_01096.png
1097,voc_syn_01097,2008_001023.png,2010_003982.png,blended/voc_syn_01097.png,transmission_layer/voc_syn_01097.png
1098,voc_syn_01098,2008_001024.png,2010_003983.png,blended/voc_syn_01098.png,transmission_layer/voc_syn_01098.png
1099,voc_syn_01099,2008_001030.png,2010_003987.png,blended/voc_syn_01099.png,transmission_layer/voc_syn_01099.png
1100,voc_syn_01100,2008_001031.png,2010_003988.png,blended/voc_syn_01100.png,transmission_layer/voc_syn_01100.png
1101,voc_syn_01101,2008_001035.png,2010_003994.png,blended/voc_syn_01101.png,transmission_layer/voc_syn_01101.png
1102,voc_syn_01102,2008_001036.png,2010_003995.png,blended/voc_syn_01102.png,transmission_layer/voc_syn_01102.png
1103,voc_syn_01103,2008_001039.png,2010_003996.png,blended/voc_syn_01103.png,transmission_layer/voc_syn_01103.png
1104,voc_syn_01104,2008_001041.png,2010_003999.png,blended/voc_syn_01104.png,transmission_layer/voc_syn_01104.png
1105,voc_syn_01105,2008_001042.png,2010_004005.png,blended/voc_syn_01105.png,transmission_layer/voc_syn_01105.png
1106,voc_syn_01106,2008_001046.png,2010_004006.png,blended/voc_syn_01106.png,transmission_layer/voc_syn_01106.png
1107,voc_syn_01107,2008_001047.png,2010_004007.png,blended/voc_syn_01107.png,transmission_layer/voc_syn_01107.png
1108,voc_syn_01108,2008_001048.png,2010_004008.png,blended/voc_syn_01108.png,transmission_layer/voc_syn_01108.png
1109,voc_syn_01109,2008_001052.png,2010_004009.png,blended/voc_syn_01109.png,transmission_layer/voc_syn_01109.png
1110,voc_syn_01110,2008_001054.png,2010_004010.png,blended/voc_syn_01110.png,transmission_layer/voc_syn_01110.png
1111,voc_syn_01111,2008_001055.png,2010_004011.png,blended/voc_syn_01111.png,transmission_layer/voc_syn_01111.png
1112,voc_syn_01112,2008_001056.png,2010_004014.png,blended/voc_syn_01112.png,transmission_layer/voc_syn_01112.png
1113,voc_syn_01113,2008_001057.png,2010_004017.png,blended/voc_syn_01113.png,transmission_layer/voc_syn_01113.png
1114,voc_syn_01114,2008_001060.png,2010_004021.png,blended/voc_syn_01114.png,transmission_layer/voc_syn_01114.png
1115,voc_syn_01115,2008_001062.png,2010_004023.png,blended/voc_syn_01115.png,transmission_layer/voc_syn_01115.png
1116,voc_syn_01116,2008_001066.png,2010_004025.png,blended/voc_syn_01116.png,transmission_layer/voc_syn_01116.png
